"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","should handle refresh token flow correctly","WebKit","Wed Dec 10 12:56:30 UTC 2025","failed","Wed Dec 10 12:56:30 UTC 2025","Civic Auth Applications","","",""
"","5","should complete email verification flow","WebKit","Wed Dec 10 12:57:20 UTC 2025","failed","Wed Dec 10 12:57:20 UTC 2025","Civic Auth Applications","","",""
"","5","should complete full login and logout flow","Chromium","Wed Dec 10 12:56:12 UTC 2025","failed","Wed Dec 10 12:56:12 UTC 2025","Civic Auth Applications","","",""
"","6","should handle refresh token flow correctly","Firefox","Wed Dec 10 12:56:27 UTC 2025","failed","Wed Dec 10 12:56:27 UTC 2025","Civic Auth Applications","","",""
"","9","should maintain callback state across page interactions","WebKit","Wed Dec 10 12:57:26 UTC 2025","failed","Wed Dec 10 12:57:26 UTC 2025","Civic Auth onSignIn Callback Tests","","",""
"","5","should complete login flow and redirect to hello page","WebKit","Wed Dec 10 12:56:28 UTC 2025","failed","Wed Dec 10 12:56:28 UTC 2025","Civic Auth Applications","","",""
"","4","should complete login flow and redirect to hello page","Chromium","Wed Dec 10 12:56:22 UTC 2025","failed","Wed Dec 10 12:56:22 UTC 2025","Civic Auth Applications","","",""
"","6","should handle onSignIn callback in Next.js middleware context","Firefox","Wed Dec 10 12:57:14 UTC 2025","failed","Wed Dec 10 12:57:14 UTC 2025","Civic Auth onSignIn Callback Tests","","",""
"","6","should complete full login and logout flow","WebKit","Wed Dec 10 12:57:20 UTC 2025","failed","Wed Dec 10 12:57:20 UTC 2025","Civic Auth Applications","","",""
"","6","should complete full modal login and logout flow","Chromium","Wed Dec 10 12:56:18 UTC 2025","failed","Wed Dec 10 12:56:18 UTC 2025","Civic Auth Applications","","",""
"","6","should call useUser onSignIn callback and handle sign-out correctly","Chromium","Wed Dec 10 12:57:02 UTC 2025","failed","Wed Dec 10 12:57:02 UTC 2025","Civic Auth onSignIn Callback Tests","","",""
"","4","should call onSignIn callback with error on failed sign-in","WebKit","Wed Dec 10 12:56:23 UTC 2025","failed","Wed Dec 10 12:56:23 UTC 2025","Civic Auth onSignIn Callback Tests","","",""
"","8","should complete login flow and redirect to hello page","Firefox","Wed Dec 10 12:56:28 UTC 2025","failed","Wed Dec 10 12:56:28 UTC 2025","Civic Auth Applications","","",""
"","5","should rehydrate session via API call","Firefox","Wed Dec 10 12:57:17 UTC 2025","failed","Wed Dec 10 12:57:17 UTC 2025","Session Rehydration - NextJS","","",""
"","5","should call useUser onSignIn callback on successful sign-in","Firefox","Wed Dec 10 12:57:11 UTC 2025","failed","Wed Dec 10 12:57:11 UTC 2025","Civic Auth onSignIn Callback Tests","","",""
"","5","should complete login flow and redirect to customSuccessRoute","Chromium","Wed Dec 10 12:56:23 UTC 2025","failed","Wed Dec 10 12:56:23 UTC 2025","Civic Auth Applications","","",""
"","6","should rehydrate session via API call","Firefox","Wed Dec 10 12:56:27 UTC 2025","failed","Wed Dec 10 12:56:27 UTC 2025","Session Rehydration - VanillaJS","","",""
"","5","should call onSignIn callback with error on failed sign-in","Firefox","Wed Dec 10 12:56:17 UTC 2025","failed","Wed Dec 10 12:56:17 UTC 2025","Civic Auth onSignIn Callback Tests","","",""
"","6","should reinitialize authentication when session is stale (>30 minutes)","Firefox","Wed Dec 10 12:56:30 UTC 2025","failed","Wed Dec 10 12:56:30 UTC 2025","Civic Auth Applications","","",""
"","6","should rehydrate session via API call","WebKit","Wed Dec 10 12:57:29 UTC 2025","failed","Wed Dec 10 12:57:29 UTC 2025","Session Rehydration - NextJS","","",""
"","5","should maintain callback state across page interactions","Firefox","Wed Dec 10 12:56:20 UTC 2025","failed","Wed Dec 10 12:56:20 UTC 2025","Civic Auth onSignIn Callback Tests","","",""
"","6","should call onSignIn callback with error on failed sign-in","Firefox","Wed Dec 10 12:57:14 UTC 2025","failed","Wed Dec 10 12:57:14 UTC 2025","Civic Auth onSignIn Callback Tests","","",""
"","6","should call useUser onSignIn callback on successful sign-in","WebKit","Wed Dec 10 12:57:23 UTC 2025","failed","Wed Dec 10 12:57:23 UTC 2025","Civic Auth onSignIn Callback Tests","","",""
"","6","should rehydrate session via middleware on page reload","Chromium","Wed Dec 10 12:56:21 UTC 2025","failed","Wed Dec 10 12:56:21 UTC 2025","Session Rehydration - VanillaJS","","",""
"","6","should handle refresh token flow correctly","Chromium","Wed Dec 10 12:56:21 UTC 2025","failed","Wed Dec 10 12:56:21 UTC 2025","Civic Auth Applications","","",""
"","4","should complete login flow and redirect to customSuccessRoute","Firefox","Wed Dec 10 12:56:21 UTC 2025","failed","Wed Dec 10 12:56:21 UTC 2025","Civic Auth Applications","","",""
"","6","should reinitialize authentication when session is stale (>30 minutes)","Chromium","Wed Dec 10 12:56:24 UTC 2025","failed","Wed Dec 10 12:56:24 UTC 2025","Civic Auth Applications","","",""
"","6","should complete full embedded login and logout flow","Firefox","Wed Dec 10 12:56:24 UTC 2025","failed","Wed Dec 10 12:56:24 UTC 2025","Civic Auth Applications","","",""
"","8","should complete login flow and redirect to customSuccessRoute","Firefox","Wed Dec 10 12:56:32 UTC 2025","failed","Wed Dec 10 12:56:32 UTC 2025","Civic Auth Applications","","",""
"","7","should handle refresh token flow correctly","Chromium","Wed Dec 10 12:57:05 UTC 2025","failed","Wed Dec 10 12:57:05 UTC 2025","Civic Auth Applications","","",""
"","5","should complete login flow and redirect to hello page","WebKit","Wed Dec 10 12:56:21 UTC 2025","failed","Wed Dec 10 12:56:21 UTC 2025","Civic Auth Applications","","",""
"","6","should rehydrate session via middleware on page reload","Firefox","Wed Dec 10 12:56:27 UTC 2025","failed","Wed Dec 10 12:56:27 UTC 2025","Session Rehydration - VanillaJS","","",""
"","6","should maintain callback state across page interactions","Firefox","Wed Dec 10 12:57:14 UTC 2025","failed","Wed Dec 10 12:57:14 UTC 2025","Civic Auth onSignIn Callback Tests","","",""
"","6","should complete email verification flow","Firefox","Wed Dec 10 12:57:08 UTC 2025","failed","Wed Dec 10 12:57:08 UTC 2025","Civic Auth Applications","","",""
